stop_name,train_class,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
SALANDRA,REG,5.284848484848485,4.0,4,330,174,113,36,40.583446,16.351564
SALE LANGHE,REG,0.36872427983539097,0.0,17,1215,62,35,16,44.392425,8.077468
SALETTO,REG,1.7873152122079161,1.0,36,2097,452,171,43,45.22274,11.535093
SALICETO,REG,1.7605202754399387,1.0,18,1307,119,52,25,44.404437,8.172887
SALONE,REG,0.7789522058823529,0.0,37,2176,254,127,29,41.915253,12.636215
SALSOMAGGIORE T.,REG,0.21990369181380418,0.0,24,1869,37,6,4,44.81866,9.988129
SAMASSI SERRENTI,REG,0.5048885412592883,-1.0,56,2557,217,129,54,39.483075,8.899035
SAMOLACO,REG,1.52578125,1.0,33,2560,398,170,48,46.246436,9.423582
SAMPIERI,REG,2.843358395989975,1.0,14,798,215,123,49,36.73188,14.744577
SAN BENEDETTO PO,REG,2.6794380587484037,1.0,14,783,155,97,54,,
SAN GIORGIO,REG,2.465909090909091,1.0,26,1672,336,196,46,38.173967,14.94414
SAN GIOVANNI IN PERSICETO,REG,2.895440251572327,2.0,85,5088,1793,1010,351,44.643151,11.189444
SAN LEONARDO DI CUTRO,REG,3.0,2.0,1,2,1,0,0,38.954221,16.964409
SANTOPADRE,REG,2.0833333333333335,1.0,8,12,3,2,0,,
SASSARI,REG,1.277602523659306,1.0,25,1268,220,97,42,40.729506,8.554157
SASSO MARCONI,REG,2.006505159264244,1.0,64,4458,769,245,63,44.394939,11.254333
SCORDIA,REG,2.6285714285714286,1.0,8,280,78,41,17,37.294595,14.851219
SEDICO BRIBANO,REG,0.730460498521335,0.0,76,2367,129,59,24,46.095424,12.086508
SEGRATE,REG,17.294117647058822,13.0,16,17,11,11,11,45.480702,9.298873
SELLA DI CORNO,REG,0.7807539682539683,0.0,17,1008,116,60,26,42.360461,13.189876
SELLIA MARINA,REG,3.0,3.0,1,1,0,0,0,38.903666,16.764788
SERIATE,REG,2.2212168486739468,2.0,40,3205,610,283,84,45.683145,9.724628
SESTO CALENDE,REG,3.447279730380356,2.0,97,4154,1432,882,268,45.726241,8.628135
SESTO S. GIOVANNI,REG,2.978451638065523,2.0,327,20512,6418,3609,1081,45.541087,9.23926
SIBARI,REG,-0.11128048780487805,-1.0,19,1312,223,107,54,39.749863,16.456922
SILIQUA,REG,0.13879598662207357,-1.0,54,2990,214,114,58,39.297005,8.813078
SILLA,REG,2.6823799942512214,2.0,48,3479,952,389,49,44.177652,10.980635
SIPICCIANO,REG,2.1658456486042694,1.0,18,1218,221,115,40,42.546495,12.254318
SOLAGNA,REG,2.7149200710479575,3.0,15,1126,262,52,14,45.815434,11.72134
SOMMA LOMBARDO,REG,4.047527047913447,3.0,57,2588,1063,687,178,45.686423,8.712991
SORGENTI DEL PESCHIERA,REG,7.2300319488817895,7.0,6,313,275,208,38,42.36428,12.996973
SOVERATO,REG,2.762405137186223,2.0,29,1713,557,258,71,38.684339,16.549416
SPAGNUOLA,REG,8.75,0.0,4,4,2,2,2,37.83631,12.477051
SPELLO,REG,2.771088322858088,2.0,46,3023,878,462,115,42.9844,12.668884
SPINEA,REG,1.413635460147088,1.0,70,5031,658,241,85,45.491568,12.177168
SPINETTA,REG,2.175342465753425,2.0,24,1095,194,82,20,44.882378,8.683146
SQUILLACE,REG,1.0,1.0,1,1,0,0,0,38.77705,16.570418
STRADA CASALE,REG,5.20627802690583,5.0,3,223,139,91,13,44.183511,11.697496
STRAMBINO,REG,2.6281453867660765,2.0,36,2146,545,252,61,45.382508,7.887955
STRESA,REG,3.1098012798922197,2.0,78,2969,917,536,190,45.884486,8.531454
TAGGIA ARMA,REG,2.9109961190168177,2.0,60,3865,1053,609,198,43.840764,7.835604
TALAMONA,REG,4.686489607390301,3.0,21,1732,830,508,158,46.13952,9.599528
TARANTO,REG,-0.4841040462427746,-2.0,30,2076,175,112,66,40.483727,17.224059
TARVISIO BOSCOVERDE,REG,0.2445141065830721,-1.0,10,319,34,20,7,46.505956,13.608012
TELESE CERRETO,REG,4.0331457160725455,2.0,29,1599,662,526,221,41.211709,14.526165
TERME EUGANEE-ABANO-MONTEGR.,REG,1.1613855540247984,0.0,70,5081,828,487,163,45.32744,11.79604
TERME VIGLIATORE,REG,9.6,9.0,5,5,5,5,1,38.133588,15.164396
TERNI,REG,0.697319434102755,-1.0,57,2686,498,298,127,42.570768,12.651091
TERONTOLA CORTONA,REG,3.5915524104378593,2.0,66,4522,1825,974,291,43.210263,12.007906
TERZO MONTABONE,REG,3.415666901905434,3.0,23,1417,553,281,43,44.671932,8.428705
TIVOLI,REG,1.4693585337915236,1.0,55,3492,635,293,100,41.961849,12.805047
TOR SAPIENZA,REG,0.3085666175541991,-1.0,74,4751,330,187,66,41.907095,12.594489
TORINO STURA,REG,1.2691096178076438,1.0,141,9524,1484,617,116,45.121932,7.713202
TORRITA DI SIENA,REG,3.8239795918367347,3.0,38,1960,848,347,62,43.174187,11.78758
TORTONA,REG,3.1664726426076832,2.0,72,4295,1377,845,280,44.900126,8.861777
TRAPANI,REG,-0.12433011789924973,-2.0,15,933,91,74,53,38.017092,12.518814
TRAPPETO,REG,3.458515283842795,2.0,13,687,188,102,47,38.065089,13.036873
TREMESTIERI,REG,11.666666666666666,9.0,3,3,3,3,1,38.150323,15.535528
TRENTO,REG,1.5419634561783835,1.0,103,6458,1854,1030,321,46.072414,11.118941
TREPUZZI,REG,4.333333333333333,2.0,3,3,1,1,0,40.40964,18.076902
TRESENDA-APRICA-TEGLIO,REG,2.5013357079252003,1.0,50,2246,428,301,170,46.162082,10.083754
TROFARELLO,REG,1.473811364514882,1.0,158,10348,1570,638,126,44.980471,7.735206
TUSA,REG,0.3147468818782098,-1.0,23,1363,122,81,36,38.007989,14.256693
VALDAORA - ANTERSELVA,REG,-0.2820121951219512,-1.0,10,656,13,10,4,46.769231,12.02898
VALLE DI MADDALONI,REG,5.2730263157894735,4.0,23,1216,616,476,217,41.087558,14.426049
VALMONTONE,REG,3.1333692335307846,2.0,101,5571,1291,548,140,41.774291,12.923696
VARALLO POMBIA,REG,2.673449612403101,2.0,14,1032,195,70,20,45.670032,8.620047
VARAZZE,REG,2.100757029560202,1.0,113,5548,924,541,186,44.356842,8.566682
VAREDO,REG,0.21049723756906077,0.0,131,7240,116,50,9,,
VARENNA ESINO,REG,3.9802513464991023,2.0,79,4456,1630,1060,422,46.015,9.286405
VASTO S.SALVO,REG,2.0105003088326128,1.0,22,1619,294,156,49,42.079832,14.739483
VENEZIA MESTRE,REG,0.7637119603680114,0.0,547,33912,3992,1771,649,45.482123,12.232069
VENEZIA SANTA LUCIA,REG,0.37955256478366095,0.0,263,16941,1640,680,339,45.441569,12.320882
VERDELLO DALMINE,REG,1.2969211822660098,1.0,111,8120,939,494,192,45.605715,9.619797
VERGATO,REG,2.5166284403669725,2.0,48,3488,745,267,36,44.282723,11.114386
VERRES,REG,2.159133709981168,1.0,82,3186,789,431,137,45.659822,7.690012
VESPOLATE,REG,2.5419847328244276,2.0,31,1703,359,177,48,45.351517,8.671947
VICOFERTILE,REG,2.5160680529300565,2.0,50,2116,537,301,95,44.778436,10.25834
VICOFORTE SAN MICHELE,REG,0.9984496124031008,1.0,18,1290,48,27,15,44.37404,7.894687
VIGNA CLARA,REG,0.7090643274853801,0.0,9,684,42,16,6,41.96827,12.409026
VIGODARZERE,REG,0.12496417311550588,0.0,56,3489,178,78,35,45.453289,11.891641
VIGONZA PIANIGA,REG,9.285714285714286,8.0,6,7,4,4,3,45.442799,12.017977
VILLA BONELLI,REG,2.6149989555044915,2.0,157,9574,2180,768,135,41.8477601,12.455223
VILLA CLAUDIA,REG,2.0003063725490198,1.0,57,3264,446,190,68,41.484326,12.61709
VILLA DEL CONTE,REG,0.6,1.0,5,5,0,0,0,45.607701,11.852518
VILLA RAVERIO,REG,3.106771653543307,2.0,40,3175,1030,488,73,45.690418,9.261549
VILLA SAN GIOVANNI,REG,0.07742914979757085,-1.0,59,3952,237,141,52,38.216638,15.634336
VILLAFRANCA C.,REG,0.7164129715420251,0.0,39,3022,411,222,30,44.908916,8.043692
VILLAFRANCA DI VERONA,REG,2.7345299952763344,2.0,30,2117,601,287,80,45.349801,10.849016
VILLAFRANCA TIRRENA,REG,11.25,11.0,5,8,8,8,5,38.233517,15.42892
VILLANOVA D`ARDA,REG,2.0535087719298244,1.0,18,1140,217,131,51,45.028291,9.993291
VILLASPECIOSA UTA,REG,3.5686944634313056,2.0,53,2926,1091,979,113,39.304168,8.940501
VILLASTELLONE,REG,9.0,5.0,24,29,18,14,8,44.920531,7.749572
VILLETTA,REG,0.1872323861424679,0.0,39,2569,65,22,6,41.738237,12.649463
VILLETTA MALAGNINO,REG,3.3725190839694656,2.0,9,655,195,106,32,45.137019,10.111943
VILLETTA S. ROMANO,REG,3.302383939774153,2.0,27,1594,570,272,22,44.146764,10.367565
VILPIANO-NALLES,REG,3.8123219373219372,3.0,37,2808,1403,613,43,46.554251,11.220143
VITTORIO VENETO,REG,1.7832167832167831,1.0,35,2145,346,163,45,45.989946,12.29327
VITTUONE ARLUNO,REG,3.11908345877237,2.0,104,5979,1853,941,244,45.491054,8.947299
ZAMBRA,REG,0.6492183799147323,0.0,71,4222,505,272,80,43.825856,11.206206
ACCIANO,REG,7.458333333333333,7.0,5,264,264,221,24,42.175994,13.711345
ACERRA,REG,2.3490059955822025,1.0,50,3169,708,395,142,40.939066,14.372243
ACQUAFREDDA,REG,11.583333333333334,9.0,10,12,10,9,5,40.035527,15.671846
ACQUEDOLCI-S.FRATELLO,REG,0.27212020033388984,0.0,18,1198,93,57,22,38.058459,14.587597
AGRIGENTO BASSA,REG,1.4055533828705515,1.0,38,2557,364,172,60,37.319148,13.588094
AGROPOLI CASTELLABATE,REG,3.0034749034749035,1.0,40,2590,793,532,228,40.351521,15.002053
ALANNO,REG,5.5168,5.0,31,1875,1675,615,56,42.287185,14.019595
ALBACINA,REG,2.9198237885462555,2.0,62,3405,1036,523,116,43.345686,12.986501
ALBANO LAZIALE,REG,-0.6892733564013841,-1.0,24,1445,25,13,5,41.72632,12.658056
ALBENGA,REG,3.5950827897641746,3.0,64,3986,1602,994,294,44.04722,8.221663
ALBINIA,REG,1.8049242424242424,1.0,34,2112,381,217,90,42.502165,11.21134
ALBUZZANO,REG,3.8877995642701526,2.0,22,1836,607,339,107,45.172504,9.261624
ALCANTARA,REG,1.645738203957382,1.0,46,2628,566,295,96,37.82145,15.251158
ALICE BELCOLLE,REG,0.9135538954108858,0.0,16,937,36,18,7,44.722636,8.440076
ALLERONA-CASTEL VISCARDO,REG,3.536281179138322,2.0,12,882,229,114,59,42.78502,12.035236
ALPIGNANO,REG,6.368421052631579,4.0,17,19,10,8,4,45.091077,7.523745
ALVIANO,REG,6.87434554973822,5.0,23,191,161,87,22,42.591917,12.259583
AMANTEA,REG,0.8201603665521191,0.0,26,1746,201,118,52,39.134353,16.068448
ANCONETTA,REG,0.7689450222882616,1.0,37,2692,1011,245,47,45.565249,11.567865
ANTIGNANO,REG,4.346938775510204,2.0,13,49,18,11,5,43.492482,10.328827
ARAGONA CALDARE,REG,1.3014678208505834,1.0,41,2657,397,188,66,37.381097,13.636837
ARCOLA,REG,6.6,8.0,3,5,3,3,1,44.118651,9.914649
ARDORE,REG,2.293286219081272,1.0,12,849,187,116,39,38.175698,16.207311
AREZZO,REG,2.0188230994152048,1.0,84,5472,1484,853,305,43.461725,11.874189
ARPINO,REG,3.0049423393739705,2.0,13,607,170,82,30,41.648296,13.59959
ARTEGNA,REG,3.0,3.0,1,1,0,0,0,46.23115,13.162328
ASCIANO MONTE OLIVETO MAGGIORE,REG,3.4520408163265306,3.0,38,1960,721,303,55,43.231706,11.563621
ASCOLI PICENO,REG,-1.3509700176366843,-2.0,26,1134,59,42,23,42.855474,13.587939
ASSEMINI CARMINE,REG,0.21823334907888522,0.0,39,2117,119,31,6,,
ASSISI,REG,3.162042875157629,2.0,51,3172,1201,726,148,43.058921,12.585304
AVIO,REG,15.95,14.0,12,20,20,20,17,45.733892,10.955842
BADOLATO,REG,4.160857908847185,4.0,6,373,197,127,27,38.572268,16.567646
BAGNACAVALLO,REG,4.731274638633377,3.0,39,3044,1413,864,304,44.412138,11.969398
BALDICHIERI,REG,2.541322314049587,2.0,33,2662,587,272,40,44.899204,8.091198
BARBIANELLO,REG,8.8,8.0,9,10,9,8,3,45.07263,9.204165
BARBIANO,REG,4.164086687306502,3.0,6,323,135,88,19,44.387263,11.878086
BARCO,REG,0.04336043360433604,0.0,20,1107,111,38,8,,
BARI TORRE A MARE,REG,1.7888958594730238,1.0,125,6376,1306,673,240,41.082637,16.995772
BARILE,REG,5.034075420263517,4.0,33,2201,1153,795,164,40.943044,15.670959
BARONISSI,REG,1.5481299816063765,1.0,32,1631,318,170,39,40.743779,14.77224
BASTIA,REG,3.6634710743801655,3.0,46,3025,1242,659,121,43.07133,12.547735
BAZZANO,REG,-0.08877507469056765,-1.0,41,2343,197,74,37,,
BEAULARD,REG,2.4426399447132,1.0,67,2894,519,253,84,45.046495,6.759713
BEFFI,REG,1.4038461538461537,1.0,9,104,8,2,1,42.197341,13.660759
BELGIRATE,REG,4.985595147839272,3.0,32,1319,611,423,223,45.843337,8.570821
BELVEDERE MARITTIMO,REG,4.514314414866901,3.0,33,1991,837,511,186,39.616549,15.853039
BENEVENTO,REG,-0.9215425531914894,-3.0,14,752,138,88,49,41.141901,14.769998
BERGAMO,REG,2.8803399686870947,2.0,114,8942,2719,1494,474,45.690271,9.675082
BESANA,REG,2.4707018673535095,2.0,39,3106,951,448,71,45.702824,9.28288
BESNATE,REG,2.973932584269663,2.0,32,2225,540,288,96,45.695409,8.761072
BIANCO,REG,3.8312863606981256,2.0,27,1547,575,367,140,38.089072,16.153348
BICOCCA,REG,1.1898864809081526,0.0,33,969,143,92,36,37.460617,15.044594
BOLGHERI,REG,2.855747558226897,2.0,26,1331,421,236,73,43.244664,10.550548
BOLOGNA CORTICELLA,REG,3.6665638494756325,2.0,51,3242,1093,648,204,44.551985,11.35401
BOLOGNA MAZZINI,REG,2.4544510770827928,2.0,85,3853,592,268,77,44.482284,11.376271
BOLZANO NOVARESE,REG,2.17877094972067,1.0,3,179,23,9,4,45.759357,8.440754
BONDENO,REG,2.135593220338983,1.0,18,1003,193,103,40,,
BONORVA,REG,1.922680412371134,1.0,12,388,64,38,19,40.417763,8.760707
BORDIGHERA,REG,2.720942272844939,2.0,60,3863,875,505,184,43.778313,7.663504
BORETTO,REG,0.7670830271858927,0.0,25,1361,116,72,28,,
BORGO S. LORENZO,REG,1.4580193756727664,1.0,58,3716,778,430,125,43.959822,11.380422
BORGO S.MARTINO,REG,1.6768687463213654,1.0,27,1699,281,148,37,45.087083,8.520661
BORGO SAN DALMAZZO,REG,0.9750312109862672,1.0,36,1602,110,54,17,44.326249,7.486111
BORGO VAL DI TARO,REG,2.789108910891089,2.0,42,3030,909,576,177,44.486522,9.781489
BORGO VERCELLI,REG,1.0222222222222221,0.0,34,2025,219,120,39,45.359252,8.461474
BORGOCHIESANUOVA,REG,3.1320754716981134,2.0,32,2544,713,414,153,,
BORGOFRANCO,REG,2.412532637075718,1.0,8,383,87,49,14,45.514775,7.854612
BORGONE,REG,0.37381516587677727,-1.0,46,3376,305,169,53,45.123191,7.236037
BOVA MARINA,REG,3.839798488664987,2.0,32,1985,653,410,151,37.930269,15.923897
BRENNA-ALZATE,REG,18.0,18.0,1,1,1,1,1,45.754044,9.183312
BRINDISI,REG,1.3591035003777385,1.0,83,3971,810,435,149,40.634339,17.938978
BRONI,REG,4.618527508090615,3.0,32,2472,1098,687,217,45.066263,9.258751
BUSALLA,REG,-0.34283295711060946,-1.0,50,3544,273,154,63,44.57558,8.943611
BUSTO ARSIZIO,REG,2.3223082989284225,1.0,356,21557,4932,2742,794,45.616164,8.865031
BUTTRIO,REG,1.8122727272727273,1.0,47,2200,281,139,44,46.012664,13.329039
CABIATE,REG,-0.04747103701610624,0.0,53,3539,2,0,0,,
CAGLIARI ELMAS,REG,1.015169194865811,1.0,100,5142,286,141,51,39.264193,9.045497
CAIRO MONTENOTTE,REG,0.7496473906911142,-1.0,23,1418,87,64,41,44.394747,8.278786
CALDE`,REG,4.5447191011235955,3.0,32,2225,1042,601,123,45.945812,8.663157
CALOPEZZATI,REG,4.062865497076023,3.0,20,1368,621,362,87,39.579022,16.819361
CAMBIANO SANTENA,REG,1.2341701011614836,1.0,33,2669,323,123,22,44.966491,7.773225
CAMMARATA S.GIOVANNI GEMINI,REG,0.5046637211585665,1.0,29,2037,494,232,67,37.653759,13.673791
CAMPELLO,REG,2.5771670190274842,1.0,9,473,106,50,14,42.822814,12.761253
CAMPOFRANCO,REG,2.9921259842519685,2.0,29,2032,696,312,49,37.510105,13.686777
CAMPOMIGLIAIO,REG,2.1202600216684724,2.0,14,923,199,95,21,43.937241,11.303593
CAMPORGIANO,REG,3.4965415019762847,3.0,33,2024,746,368,45,44.161448,10.334849
CANCELLO ARNONE,REG,2.3100097181729833,1.0,18,1029,223,149,61,41.063369,14.02901
CANDELA,REG,4.684210526315789,3.0,8,532,255,175,43,41.151439,15.533163
CANDELO,REG,1.303030303030303,1.0,14,363,10,3,3,45.547433,8.100103
CANETRA,REG,7.505509641873278,6.0,14,726,643,427,116,42.391578,13.029159
CANICATTI`,REG,2.2824858757062145,1.0,15,885,203,115,41,37.359879,13.855395
CANNETO SULL`OGLIO,REG,6.860746720484359,5.0,24,1982,1365,939,288,45.150211,10.37147
CAPRALBA,REG,5.870491240123669,4.0,43,2911,1534,998,356,45.443871,9.640015
CAPUA,REG,2.7259557344064387,1.0,47,2485,713,410,136,41.101306,14.210347
CARBONA,REG,2.707953063885267,2.0,10,767,187,45,3,44.246876,11.09618
CARIATI,REG,4.538091969800961,3.0,21,1457,695,433,136,39.496884,16.952018
CARMIGNANO DI BRENTA,REG,1.0,1.0,1,1,0,0,0,45.621354,11.714891
CARONIA,REG,0.7094650205761317,0.0,21,1215,118,63,20,38.034475,14.443761
CASABIANCA,REG,4.998549147624229,4.0,67,2757,1482,736,163,41.788327,12.60431
CASALE MONFERRATO,REG,-1.4154019111860596,-3.0,28,1779,152,90,28,45.133928,8.460292
CASALETTO VAPRIO,REG,4.716295025728988,3.0,43,2915,1285,810,275,45.408641,9.631746
CASANOVA KAISERAU,REG,1.7094520044133872,1.0,35,2719,380,141,40,,
CASARSA,REG,1.5735745988391943,1.0,91,5858,1043,461,134,45.953002,12.8406
CASLETTO-ROGENO,REG,2.5728328865058088,2.0,15,1119,250,112,19,45.786028,9.275375
CASORIA,REG,1.6388496824276642,1.0,87,5668,968,535,193,40.907762,14.29874
CASSANO D`ADDA,REG,2.5488334237655996,1.0,108,7372,1794,1124,380,45.514372,9.512746
CASTAGNETO CARDUCCI,REG,5.7657657657657655,3.0,29,111,47,32,11,43.16816,10.56399
CASTEL D`ARIO,REG,1.0081360946745561,0.0,23,1352,183,97,42,45.183399,10.97531
CASTEL S.GIOVANNI,REG,4.474347434743474,3.0,30,2222,902,536,207,45.063272,9.436856
CASTEL S.PIETRO TERME,REG,4.069672727272727,3.0,103,6875,2804,1785,542,44.407376,11.597681
CASTELBOLOGNESE,REG,3.733020780537253,2.0,119,7892,2772,1776,731,44.325391,11.804174
CASTELDACCIA,REG,6.266666666666667,6.0,14,15,13,9,2,38.060474,13.536867
CASTELDEBOLE,REG,2.327442675624361,2.0,107,6847,1793,770,127,44.503974,11.27456
CASTELLAMMARE DEL GOLFO,REG,3.987012987012987,2.0,16,847,295,158,58,38.024309,12.912209
CASTELLEONE,REG,4.77885256837892,3.0,44,2998,1303,826,333,45.301826,9.76779
CASTELNUOVO DI GARFAGNANA,REG,2.556422018348624,2.0,35,2180,636,302,42,44.116351,10.409054
CASTIGLION FIORENTINO,REG,3.58450517378615,2.0,54,3769,1420,824,259,43.34075,11.914362
CATANIA OGNINA,REG,19.4,17.0,5,5,5,5,5,,
CATENANUOVA,REG,2.75975975975976,1.0,19,666,177,108,55,37.562026,14.688263
CAVALLEGGERI AOSTA,REG,1.2450955414012739,1.0,52,3925,485,177,51,40.819292,14.185679
CECINA,REG,2.5895542794640414,1.0,66,3657,1008,571,179,43.31028,10.514225
CEGGIA,REG,11.375,8.0,7,8,8,6,3,45.688394,12.633987
CERIGNOLA,REG,3.003127171646977,2.0,66,2878,838,463,135,41.315664,15.897298
CERLANO LAGHETTO,REG,0.5415821501014199,-1.0,37,2465,283,149,46,,
CESATE,REG,0.5758085848262595,0.0,101,8317,413,121,21,,
CETRARO,REG,2.861111111111111,1.0,34,2088,444,260,106,39.512553,15.939263
CHIARI,REG,11.86111111111111,10.0,28,36,32,30,15,45.54011,9.926474
CHIAVENNA,REG,1.3774436090225564,1.0,18,1330,172,85,32,46.321258,9.407129
CHIETI,REG,1.299265410412009,1.0,53,3131,411,174,73,42.356905,14.13815
CHIETI-MAD.D.P.,REG,5.234275296262534,4.0,36,2194,1447,703,89,,
CIANO D'ENZA,REG,2.6504504504504505,2.0,10,555,169,87,12,,
CINISI TERRASINI,REG,2.9315245478036176,1.0,15,774,146,96,53,38.155314,13.096673
CIRO',REG,4.135802469135802,3.0,21,1458,657,400,100,39.368701,17.116997
CISMON DEL GRAPPA,REG,2.3158828748890863,2.0,15,1127,242,111,12,45.919664,11.729272
CISTERNINO,REG,13.666666666666666,12.0,3,3,3,3,3,40.816652,17.456899
CITTADUCALE,REG,3.547159699892819,3.0,32,1866,762,352,74,42.387764,12.94269
CIVATE,REG,3.845014450867052,3.0,34,2768,1064,617,164,45.831295,9.352877
CIVITA CASTELLANA,REG,0.6067214873078298,0.0,58,2797,202,84,35,42.346593,12.453821
CIVITA D`ANTINO-MORINO,REG,3.1698956780923995,2.0,14,671,192,94,32,41.870632,13.458868
CIVITAVECCHIA,REG,1.2543439939561822,1.0,58,3971,637,310,104,42.088287,11.79815
CLASSE,REG,5.078431372549019,3.0,20,1275,490,323,134,44.382033,12.234995
COLFELICE,REG,2.2,1.0,7,10,2,2,0,,
COLICO,REG,3.2734671730873575,2.0,93,5529,1658,984,383,46.138019,9.375222
COLONNA GALLERIA,REG,2.6426735218508997,2.0,53,3112,660,305,84,,
COMO S. GIOVANNI,REG,2.0208700491605605,1.0,155,10781,2502,1462,479,45.808946,9.072331
COMPIOBBI,REG,3.193020249892288,2.0,74,4642,1626,869,203,43.782527,11.358695
CONDOFURI,REG,2.5873221216041395,2.0,11,773,185,80,21,37.92761,15.874952
CONEGLIANO,REG,0.7472896231285493,0.0,126,7748,944,473,180,45.884706,12.298909
CONTEA LONDA,REG,3.2885270730783795,3.0,46,2641,1109,537,101,43.865124,11.531603
CONTIGLIANO,REG,3.4430446194225723,3.0,34,1905,736,303,65,42.412072,12.779144
CORNIGLIA,REG,3.222917187890918,2.0,102,3997,1182,662,196,44.119938,9.711051
CORONELLA,REG,3.5067720090293455,2.0,11,886,252,138,45,,
CORRIDONIA MOGLIANO,REG,1.629663330300273,1.0,28,1099,166,91,31,43.281616,13.477697
CORSICO,REG,2.0,2.0,1,1,0,0,0,45.434688,9.105156
CORTEOLONA,REG,3.821155943293348,3.0,22,1834,785,458,102,45.159701,9.375477
COSSATO,REG,1.2526766595289078,0.0,44,1868,358,170,29,45.564216,8.175964
CREMA,REG,5.186559679037111,3.0,44,2991,1290,841,343,45.366864,9.694209
CREVALCORE,REG,1.7142296368989205,1.0,85,5095,1121,729,270,44.719156,11.152625
CROTONE,REG,2.542668269230769,2.0,25,1664,591,338,76,39.0845,17.108418
CRUCOLI,REG,4.821167883211679,4.0,20,1370,716,465,138,39.449588,17.040718
CUNEO,REG,-0.9405719392314567,-2.0,45,2238,161,84,42,44.387914,7.536235
CUPRAMARITTIMA,REG,3.1034719834994844,2.0,55,2909,902,529,152,43.02349,13.860812
DECIMOMANNU,REG,0.07593741570002698,-1.0,144,7414,417,260,124,39.304593,8.965808
DOGATO,REG,0.7561475409836066,0.0,18,976,76,33,17,,
DONNAFUGATA,REG,2.1567291311754686,1.0,10,587,162,106,47,36.882055,14.568968
DONNAZ,REG,3.342857142857143,2.0,34,1645,568,286,62,45.602713,7.769563
ERBA,REG,0.005089058524173028,0.0,41,2751,0,0,0,,
FABRIANO,REG,1.5962134251290878,1.0,50,2905,626,340,124,43.345429,12.905336
FAENZA,REG,2.2663227708179807,1.0,97,6785,1638,1076,440,44.293594,11.883268
FALCIANO MONDRAGONE CAR.,REG,3.79539084397384,2.0,66,3211,1063,767,297,41.123525,13.971792
FANO,REG,2.7883341823739176,1.0,58,3926,1067,629,210,43.842977,13.02478
FARA SABINA,REG,-0.48454845484548453,-1.0,118,6666,261,140,56,42.155546,12.648323
FELIZZANO,REG,2.1369622475856014,1.0,23,1139,235,88,20,44.893367,8.437155
FELTRE,REG,1.3034410844629822,1.0,48,1918,204,82,30,46.012884,11.911493
FERENTINO-SUPINO,REG,2.5435506901475486,1.0,79,4202,817,472,147,41.6564,13.246971
