stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
METAPONTO,IC,Mon,6.706521739130435,2.0,8,92,44,36,17,40.368496,16.815176
MILANO PORTA GARIBALDI,IC,Mon,-0.6666666666666666,0.0,2,3,0,0,0,45.484917,9.187683
MILAZZO,IC,Mon,9.514285714285714,1.0,5,35,9,8,5,38.21195,15.244203
MONASTERACE STILO,IC,Mon,5.959183673469388,2.0,4,49,22,17,8,38.437591,16.574444
MONOPOLI,IC,Mon,6.576086956521739,2.0,11,92,38,25,18,40.952017,17.292455
MONSELICE,IC,Mon,5.4,3.0,3,30,14,11,5,45.246116,11.74789
PAVIA,IC,Mon,3.6363636363636362,2.0,25,286,107,71,24,45.188843,9.144674
PESARO,IC,Mon,4.471830985915493,1.0,13,142,44,33,17,43.906014,12.904848
PIACENZA,IC,Mon,4.280701754385965,0.0,22,171,49,37,26,45.052238,9.70633
PRIVERNO FOSSANOVA,IC,Mon,1.0,1.0,1,1,0,0,0,41.421853,13.186406
RICCIONE,IC,Mon,3.2714285714285714,-1.0,12,140,36,26,14,43.999218,12.658549
ROMA TERMINI,IC,Mon,8.588235294117647,2.0,27,272,117,92,57,41.900636,12.502026
ROMA TIBURTINA,IC,Mon,5.319327731092437,2.0,14,119,41,30,17,41.910903,12.530749
S. DONA` DI PIAVE,IC,Mon,5.487179487179487,1.0,3,39,11,6,3,45.63983,12.559791
S. MARGHERITA LIGURE PORTOFINO,IC,Mon,3.9673202614379086,2.0,12,153,54,43,13,44.33676,9.216673
SANTO STEFANO DI CAMASTRA,IC,Mon,28.3,0.0,3,10,4,4,4,38.01778,14.35104
SAPRI,IC,Mon,10.59731543624161,2.0,15,149,66,55,33,40.078013,15.627204
SAVONA,IC,Mon,4.0,3.0,10,113,51,32,14,44.306892,8.470259
SENIGALLIA,IC,Mon,5.578571428571428,2.0,12,140,50,36,17,43.716277,13.221652
TAGGIA ARMA,IC,Mon,6.144736842105263,4.0,7,76,48,31,13,43.840764,7.835604
TERMOLI,IC,Mon,8.016,5.0,13,125,71,61,35,42.000623,14.992805
TERNI,IC,Mon,3.358490566037736,4.0,7,53,29,15,2,42.570768,12.651091
